Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",19,Healthy weight,This measure shows the proportion of ACT adults aged 18 years and over and ACT children aged 5-17 years who have a healthy weight. Adult healthy weight is based on a Body Mass Index (BMI) score of 18.5 to 24.99 and child health weight is based on the international cut-offs for children developed by the International Obesity Taskforce.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,Age Group,55-64,34.8,Percent,10.5172415,27.96,42.31,,,"BMI calculations are based on self-reported height and weight.
How tall are you/is your child without shoes?
How much do you/does your child weigh without clothes or shoes?
Healthy weight is classified as a BMI between 18.5 and 24.99 kg/m2. 
Figures for years 2008 to 2016 are based on two yearly averages."
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Gender,Female,8.1,Percent,15.4,6,11,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,65-79,3.4,Percent,30.1,1.9,6.1,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,All,,5.3,Percent,15.4,3.9,7.2,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Gender,Male,3.7,Percent,25.1,2.2,6,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,45-64,5.3,Percent,19.8,3.6,7.8,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,Gender,Male,4.2,Percent,25.1,2.6,6.9,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,Gender,Female,6.4,Percent,19.6,4.4,9.4,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,25-44,6.5,Percent,20.1,4.3,9.5,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,80+,0,Percent,0,0,0,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,18-24,0,Percent,0,0,0,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Mental health,A person's perception of the level of their mental health has direct connection with how they perceive their wellbeing. This indicator will measure the proportion of persons who rate their mental health as either very good or excellent. This indicator will also report on levels of psychological distress in the community.,77,K6 Psychological Distress Scale,"Based on the Kessler 6 (K6) scale, this measure shows the proportion of ACT adults who self-report psychological distress. Probable serious mental illness is based on a K6 score of 19-30.",www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,All,,6.1,Percent,12.9,4.7,7.9,,,"Psychological distress is measured through the use of the K6 Psychological Distress Scale. 
In the past 4 weeks, about how often did you feel - 	
        nervous;
	hopeless;
	restless or fidgety;
	that everything was an effort;
	so sad that nothing could cheer you up;
	worthless?"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,25-34,66.63,Percent,5.613087,58.91,73.56,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,Age Group,5-17,77.9,Percent,4.3,70.6,83.8,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,45-54,60.28,Percent,4.9435964,54.3,65.96,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,Gender,Female,67.3,Percent,3.3,62.9,71.5,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,55-64,66.67,Percent,4.0497975,61.17,71.74,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,All,,62.1,Percent,2.4,59.2,64.9,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Gender,Male,60.5,Percent,3.7,56.1,64.8,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,75+,42.79,Percent,9.371348,35.14,50.79,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,All,,66.3,Percent,2.5,63,69.5,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,18-24,65.73,Percent,9.326031,52.71,76.74,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,65-74,52.93,Percent,5.535613,47.15,58.62,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Age Group,35-44,64.34,Percent,4.6161017,58.3,69.96,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2018 12:00:00 AM,ACT,Gender,Male,65.3,Percent,3.8,60.2,70,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Healthy lifestyle,"Our lifestyles have a big impact on our wellbeing and preventive health has a big role to play in improving health outcomes. This indicator will measure healthy weight for adults and children, as well as quality of sleep.",78,Getting enough sleep,This measure shows the proportion of adults who self-report that they sleep the recommended number of hours for their age.,www.health.act.gov.au/about-our-health-system/data-and-publications/healthstats/data-collections,12/31/2019 12:00:00 AM,ACT,Gender,Female,63.6,Percent,3,59.8,67.3,,,"On a usual night, how many hours of sleep do you/your child get? 
Does not include naps during the day. 
For further information see www.sleephealthfoundation.org.au"
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2009 12:00:00 AM,ACT,All,,50.7,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2009 12:00:00 AM,Comparison,Country,Australia,50.6,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2018 12:00:00 AM,ACT,All,,48.6,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2018 12:00:00 AM,Comparison,Country,Australia,55.3,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2012 12:00:00 AM,Comparison,Country,Australia,53.3,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2015 12:00:00 AM,Comparison,Country,Australia,54.1,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2012 12:00:00 AM,ACT,All,,50.3,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Best start to life,Ensuring children get the best start in life is a key determinant to ensuring their wellbeing into the future. This indicator will focus on the health of children in their first three years.,116,Proportion of ACT children who are developmentally on track.,This measure shows the proportion of ACT children who are developmentally on track in all five Australian Early Development Census (AEDC) domains as they commence their first year of school.,"Australian Early Development Index, Data Explorer www.aedc.gov.au/data/data-explorer) and or AEDC CURF (unit record data)",12/31/2015 12:00:00 AM,ACT,All,,49.5,Percentage,,,,,,"The Australian Early Development Census (AEDC) is a population based measure of how children have developed by the time they start school. It looks at five areas of early childhood development, physical health and wellbeing, social competence, emotional maturity, language and cognitive skills (school-based), and communication skills and general knowledge."
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,35-44,18.436195,Proportion (%),,5.4064465,6.616576,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,30-49,20.598282,Proportion (%),,4.307563,4.828011,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - English speaking country,14.782805,Proportion (%),,4.7381344,5.9312863,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,18-24,34.196747,Proportion (%),,18.510506,19.45054,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,50-64,20.171291,Proportion (%),,3.3519387,3.7334318,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Carer,25.593695,Proportion (%),,4.648837,5.27778,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,25-34,29.166964,Proportion (%),,8.893405,10.140612,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 0-4 in household,16.083067,Proportion (%),,6.7174053,8.339452,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",159,Access to specialist services,This measure shows the proportion of adults who find it hard to access specialist health services.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Male,14.03478,Proportion (%),,2.301392,2.636016,,,
