"Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude ","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website"
"Barossa Basketball","LOT 44 MAGNOLIA ROAD","TANUNDA","SA","5352","basketballbarossa@bigpond.com","-34.518439999999998","138.98000999999999","Basketball","http://www.barossa.basketball.net.au"
"Weeroona Bay Football and Sporting Club","214 CARTLEDGE AVENUE","WHYALLA STUART","SA","5608","weeroonabayfc@sanflcfl.com.au","-33.032429999999998","137.51405","Australian Rules,Baseball,Darts","http://www.weeroonabayfc.com"
"Marble Range Football Club","4 MORGAN LANE","WANGARY","SA","5607","marblerange.juniors@gmail.com","-34.538310000000003","135.47791000000001","Australian Rules","http://www.marblerangefc.com"
"Kilburn Junior Colts Football Club","LOT 580 LIONEL AVENUE","BLAIR ATHOL","SA","5084","michaeld101@hotmail.com","-34.858420000000002","138.59343000000001","Australian Rules","http://kfcc.com.au/"
"Redbacks Basketball Club","208 KINGS ROAD","PARAFIELD GARDENS","SA","5107","secretaryatredbacksbasketball@gmail.com","-34.768180000000001","138.60760999999999","Basketball","http://www.rerebacksbasketballclub.com.au"
"Stirling East Soccer Club","57 BRAESIDE ROAD","STIRLING","SA","5152","stirlingeastsc@gmail.com","-35.002650000000003","138.73429999999999","Football (Soccer)",""
"Stirling East Soccer Club","91 LONGWOOD ROAD","HEATHFIELD","SA","5153","stirlingeastsc@gmail.com","-35.020769999999999","138.71319","Football (Soccer)",""
"Burra Booborowie Hallett Netball Club","LOT 471 SMELTS ROAD","BURRA","SA","5417","kate@oldashrose.com.au","-33.676349999999999","138.94168999999999","Australian Rules,Cricket,Netball,Tennis",""
"Lobethal Tennis Club","LOT 16 JEFFERY STREET","LOBETHAL","SA","5241","president@lobethaltennisclub.org","-34.910710000000002","138.87559999999999","Tennis","http://www.lobethaltennisclub.org"
"North Whyalla Football and Sporting Club","LOT 38 DUNCAN STREET","WHYALLA","SA","5600","steve.mcmillan@amwu.asn.au","-33.035029999999999","137.57147000000001","Australian Rules",""
"UniSA Eagles Gridiron Club","9B MAWSON LAKES BOULEVARD","MAWSON LAKES","SA","5095","president@eagles.org.au","-34.811019999999999","138.61626000000001","Gridiron","http://www.eagles.org.au"
"Kadina and District Youth Centre Incorporated","1 DOSWELL TERRACE","KADINA","SA","5554","powersm@bigpond.net.au","-33.958889999999997","137.70649","Gymnastics",""
"Glencoe Tennis Club","27 KIRIP ROAD","GLENCOE","SA","5291","cccleggett@bigpond.com","-37.669589999999999","140.58332999999999","Tennis",""
"Tumby Bay Tennis Club","LOT 336 WEST TERRACE","TUMBY BAY","SA","5605","collandra@activ8.net.au","-34.377690000000001","136.0985","Tennis",""
"Beyond Gymnastics","LOT 52 GALLOWAY ROAD","O'SULLIVAN BEACH","SA","5166","","-35.123910000000002","138.47608","Gymnastics",""
"Pinnaroo Football Club","LOT LT 210 GOVT ROAD","PINNAROO","SA","5304","mjgum@bigpond.com","-35.256779999999999","140.91137000000001","Australian Rules",""
"Northern Rattlers Junior Basketball Club","105B MARTINS ROAD","SALISBURY DOWNS","SA","5108","","-34.774949999999997","138.61578","Basketball",""
"Nomads Netball Club","10 O'HALLORAN TERRACE","MOUNT GAMBIER","SA","5290","","-37.833359999999999","140.77529000000001","Netball,Swimming,Tennis",""
"Tantanoola Football Club","30 TELFERS ROAD","TANTANOOLA","SA","5280","","-37.698129999999999","140.46055000000001","Australian Rules",""
"Real Aikido Australia","228-230 OAKLANDS ROAD","MORPHETTVILLE","SA","5043","realaikidoadelaide@gmail.com","-34.993670000000002","138.54526000000001","Boxing,Ju Jitsu,Judo","realaikido.com.au"
"Real Aikido Australia","239 THE PARADE","NORWOOD","SA","5067","realaikidoadelaide@gmail.com","-34.920569999999998","138.64066","Boxing,Ju Jitsu,Judo","realaikido.com.au"
"Salisbury Villa Sports and Social Club","92-96 KINGS ROAD","PARAFIELD GARDENS","SA","5107","salisburyvilla@hotmail.com","-34.774009999999997","138.61690999999999","Football (Soccer)",""
"Angle Vale Football Club","LOT 23 FRADD ROAD","ANGLE VALE","SA","5117","info@anglevalefc.com","-34.645710000000001","138.65298000000001","Australian Rules","http://freeteams.com/AngleValeFootballClub"
"Crafers Netball Club","1 COX PLACE","CRAFERS","SA","5152","lisa.schlein@bigpond.com","-34.996920000000003","138.70381","Netball","http://www.crafers.sa.netball.com.au/"
"Imperial Netball Club","LOT 1 ADELAIDE ROAD","MURRAY BRIDGE","SA","5253","impnc2@hotmail.com","-35.125749999999996","139.26398","Netball",""
"Kangaroo Island Gymnastics","15 ADDISON STREET","KINGSCOTE","SA","5223","shaunablack7@gmail.com","-35.651560000000003","137.63228000000001","Gymnastics",""
"Hope Valley Tennis and Netball Club","LOT 71 LEEDS AVENUE","HOPE VALLEY","SA","5090","jasonkociolek@gmail.com","-34.847650000000002","138.69884999999999","Netball","http://www.hopevalleync.com.au"
"Berri Swimming Club","1 WILKINSON STREET","BERRI","SA","5343","marjenw@tpg.com.au","-34.278460000000003","140.59809999999999","Swimming","http://berri.swimming.org.au"
"Willunga Football Club","4-8 ALDINGA ROAD","WILLUNGA","SA","5172","gloots@bigpond.com","-35.270589999999999","138.55208999999999","Australian Rules","http://willungafc.com.au"
"Willunga Recreation and Sporting Centre","LOT 101 RAILWAY TERRACE","WILLUNGA","SA","5172","kymsus@bigpond.com","-35.269080000000002","138.55108999999999","Judo",""
"Cummins Kapinnie Football Club","2-10 BRUCE TERRACE","CUMMINS","SA","5631","cumminskapinniefc@sanflcfl.com.au","-34.271430000000002","135.72301999999999","Australian Rules",""
"Cummins Kapinnie Football Club","399 LAWRENCE ROAD","KAPINNIE","SA","5632","cumminskapinniefc@sanflcfl.com.au","-34.107259999999997","135.47421","Australian Rules",""
"Barmera Little Athletics Club","3 HAMLYN STREET","GLOSSOP","SA","5344","Barmeralac@gmail.com","-34.275230000000001","140.52654999999999","Athletics",""
"West Torrens Birkalla Soccer Club","UNIT 1 3 MORPHETT ROAD","CAMDEN PARK","SA","5038","john@cmaca.com.au","-34.973190000000002","138.53734","Football (Soccer)","http://www.wtbirkalla.com.au"
"Waikerie Little Athletics Club","LOT 601 SICHLER STREET","WAIKERIE","SA","5330","waikerielittleathletics@gmail.com","-34.185479999999998","139.97909999999999","Athletics","http://waikerielittleathletics.weebly.com/"
"Seaview Calisthenic College","378 SEAVIEW ROAD","HENLEY BEACH","SA","5022","seaviewcalisthenicscollege@gmail.com","-34.916969999999999","138.49412000000001","Calisthenics","http://seaviewcalisthenics.org"
"Seaview Calisthenic College","214 MILITARY ROAD","HENLEY BEACH","SA","5022","seaviewcalisthenicscollege@gmail.com","-34.917859999999997","138.49530999999999","Calisthenics","http://seaviewcalisthenics.org"
"Blind Sports SA","1A DUNCAN AVENUE","PARK HOLME","SA","5043","kent.dredge@blindsportssa.org.au","-34.991129999999998","138.55637999999999","Athletics,Bowls,Cycling,Golf,Gymnastics,Judo,Paralympics,Powerlifting,Sailing,Swimming,Tenpin Bowling,Triathlon",""
"Metro United Womens Football Club","LOT 82 QUINLIVAN ROAD","POORAKA","SA","5095","dora@metrounitedwfc.com.au","-34.829039999999999","138.62339","Football (Soccer)","http://www.metrounitedwfc.com"
"Payton Calisthenics College","UNIT 9 43 SCOTT STREET","POORAKA","SA","5095","payton.cali@gmail.com","-34.832039999999999","138.61256","Calisthenics","http://paytoncali.wix.com/paytoncalisthenics"
"Payton Calisthenics College","3-21 SOUTH TERRACE","POORAKA","SA","5095","payton.cali@gmail.com","-34.833469999999998","138.61291","Calisthenics","http://paytoncali.wix.com/paytoncalisthenics"
"Woodville District Table Tennis Club","39 WINDSOR AVENUE","WOODVILLE PARK","SA","5011","nadah13@gmail.com","-34.882480000000001","138.54265000000001","Table Tennis","http://www.wdttc.org/"
"Jervois Combined Sports Club","11 WILLIAM STREET","JERVOIS","SA","5259","jervoisfc@sanflcfl.com.au","-35.265349999999998","139.43556000000001","Australian Rules",""
"Seaford Sports and Social Club","4 NORSEMAN STREET","PORT NOARLUNGA SOUTH","SA","5167","Cheryl.ben@hotmail.com","-35.17389","138.47125","Billiards,Darts,Football (Soccer)","http://www.seafordrangersfootballclub.com.au"
"Strathalbyn Tennis Club","6 MURRAY STREET","STRATHALBYN","SA","5255","cliveraf@bigpond.com","-35.253","138.89354","Tennis","http://www.tennis.com.au/strathalbyntc"
"Highbury Calisthenics","66 VALLEY ROAD","HOPE VALLEY","SA","5090","exec.highburycali@gmail.com","-34.846919999999997","138.70119","Calisthenics","http://www.highburycalisthenics.asn.au"
"Highbury Calisthenics","11 SAARINEN AVENUE","ST AGNES","SA","5097","exec.highburycali@gmail.com","-34.83466","138.7045","Calisthenics","http://www.highburycalisthenics.asn.au"
"Littlehampton Tennis Club","LOT 40 PRINCES HIGHWAY","LITTLEHAMPTON","SA","5250","juniors@littlehamptontennisclub.com.au","-35.056449999999998","138.85506000000001","Tennis","www.littlehamptontennisclub.com.au"
"Prospect District Cricket Club","LOT 1 WILLCOX AVENUE","PROSPECT","SA","5082","pdcc.juniors@gmail.com","-34.884860000000003","138.60115999999999","Cricket","http://prospectcricketclub.org.au/"
"Gawler Rangers Baseball Club","140 ANGLE VALE ROAD","EVANSTON GARDENS","SA","5116","gawlerrangersbaseballclub@gmail.com","-34.625329999999998","138.71439000000001","Baseball","www.gawlerrangers.baseball.com.au"
"West Adelaide Squash Club","139A HENLEY BEACH ROAD","MILE END","SA","5031","info@racketsandstrings.com.au","-34.924289999999999","138.56441000000001","Squash",""
"Payneham Swimming Club","LOT 100 O G ROAD","FELIXSTOW","SA","5070","payswim@yahoo.com.au","-34.893149999999999","138.64205000000001","Swimming","www.payneham.swimming.org.au"
"Steel United Soccer & Social Club Incorporated","LOT 332 KEITH STREET","WHYALLA PLAYFORD","SA","5600","dsharp3@bigpond.com","-33.03895","137.55624","Football (Soccer)","facebook steel united soccer club"
"USC Lion Volleyball Club","8 LYNTON AVENUE","NORTH BRIGHTON","SA","5048","danisejones4@gmail.com","-35.00506","138.52085","Volleyball","http://www.usclionvolleyball.com.au/"
"Northeast Zodiac Netball Club","LOT 201 THE GROVE WAY","GOLDEN GROVE","SA","5125","neznc1974@gmail.com","-34.789920000000002","138.69767999999999","Netball","www.northeastzodiacs.net"
"McLaren Districts Riding Club","55 MAIN ROAD","MCLAREN FLAT","SA","5171","pozze@senet.com.au","-35.205460000000002","138.58537999999999","Equestrian",""
"Cowell Netball Club","UNIT 53 615 LINCOLN HIGHWAY","TIATUKIA","SA","5607","mills.peter1@bigpond.com","-33.67915","136.92294999999999","Netball",""
"Strathalbyn & District Basketball Association","1 EAST TERRACE","STRATHALBYN","SA","5255","sdba@hotmail.com.au","-35.252400000000002","138.89435","Basketball",""
"Payneham Norwood Union Football Club","26 ROSELLA STREET","PAYNEHAM","SA","5070","juniors@pnufc.com.au","-34.899250000000002","138.64304000000001","Australian Rules","pnufc.com.au"
"Marauders Hockey Club","40 STAMFORD TERRACE","PORT LINCOLN","SA","5606","","-34.74156","135.85751999999999","Hockey",""
"Balaklava and Districts War Memorial Swimming Pool","LOT 101 WALLACE STREET","BALAKLAVA","SA","5461","elee@rbe.net.au","-34.150210000000001","138.41744","Swimming",""
"Northern Districts Darts Association","LOT 11 HOMINGTON ROAD","ELIZABETH NORTH","SA","5113","angecorns@hotmail.com","-34.701729999999998","138.67528999999999","Darts","http://www.ndda.com.au/index.htm"
"Tea Tree Gully Football Club","17 STEVENTON DRIVE","BANKSIA PARK","SA","5091","ttgdfcjuniorsecretary@gmail.com","-34.81176","138.72837999999999","Australian Rules","www.gullies.com.au"
"North Sportsmen's Cricket Club","UNIT 10 89 SHEPHERDSON ROAD","MOUNT GAMBIER","SA","5290","nscctigers@live.com.au","-37.83043","140.75675000000001","Cricket","nscctigers.com"
"Glenunga Cricket Club Incorporated","83 CONYNGHAM STREET","FREWVILLE","SA","5063","glenungacricketclub@gmail.com","-34.947180000000003","138.63433000000001","Australian Rules,Cricket,Netball","http://www.glenungacc.sa.cricket.com.au/common/pages/public/entitydetails.aspx?"
"Semaphore SLSC","LOT 103 ESPLANADE","SEMAPHORE PARK","SA","5019","info@semaphoreslsc.com.au","-34.853700000000003","138.47703000000001","Surf Lifesaving","www.semaphoreslsc.com.au"
"Adelaide Vikings Water Polo Club Inc","LOT 1602 FITZROY TERRACE","NORTH ADELAIDE","SA","5006","","-34.900880000000001","138.59054","Water Polo",""
"Mount Torrens Tennis Club","89 OVAL ROAD","MOUNT TORRENS","SA","5244","joshuak.17@iinet.net.au","-34.873629999999999","138.94875999999999","Tennis",""
"Boccia South Australia","9 PARK AVENUE","ABERFOYLE PARK","SA","5159","","-35.075699999999998","138.59163000000001","Bocce",""
"Boccia South Australia","LOT 970 PRESSER ROAD","TANUNDA","SA","5352","","-34.52402","138.94283999999999","Bocce",""
"Boccia South Australia","12-14 GAWLER STREET","SALISBURY","SA","5108","","-34.761699999999998","138.64337","Bocce",""
"Saint Augustines Soccer Club","2A MALINYA DRIVE","SALISBURY PARK","SA","5109","Info@staugustinessoccerclub.com","-34.756860000000003","138.67234999999999","Football (Soccer)","Info@staugustinessoccerclub.com"
"Jamestown Amateur Swimming Club","LOT 206 AYR STREET","JAMESTOWN","SA","5491","jamestownswimming@gmail.com","-33.205730000000003","138.60196999999999","Swimming","www.jamestown.swimming.org.au"
"International Optimist Dinghy Association of South Australia","6 MARY STREET","HINDMARSH","SA","5007","","-34.907139999999998","138.57306","Sailing",""
"Echunga Cricket Club","LOT 155 ALDGATE-STRATHALBYN ROAD","ECHUNGA","SA","5153","cricketclub.echunga@gmial.com","-35.09545","138.79075","Cricket",""
"Murray River Rowing Institute","96 ROPER ROAD","MURRAY BRIDGE","SA","5253","anna@mrri.com.au","-35.13476","139.29962","Rowing","www.mrri.com.au"
"Lutheran Netball Club","LOT 42 VICTORIA TERRACE","GAWLER","SA","5118","chenfam3@optusnet.com.au","-34.595649999999999","138.73905999999999","Netball","https://lutherannetballgdna.wixsite.com"
"Wallaroo Softball Club","LOT 2245 CORNISH TERRACE","WALLAROO","SA","5556","maria.woodforde956@schools.sa.edu.au","-33.936349999999997","137.625","Softball",""
"Onkaparinga Pony Club","46 OAKWOOD ROAD","OAKBANK","SA","5243","secretary@onkaparingaponyclub.org.au","-34.979790000000001","138.84318999999999","Pony Clubs","www.onkaparingaponyclub.org.au"
"Salisbury United Soccer Club","LOT 800 WATERLOO CORNER ROAD","BURTON","SA","5110","secretary@salisburyunited.com.au","-34.742379999999997","138.60619","Football (Soccer)","www.salisburyunited.com.au"
"Modbury Jets Soccer Club","LOT 3 GOLDEN GROVE ROAD","RIDGEHAVEN","SA","5097","juniors@modburysc.com.au","-34.817749999999997","138.69626","Football (Soccer)","www.modburysc.com.au"
"Playford Aquatic Club","1 CROCKERTON ROAD","ELIZABETH","SA","5112","pac.thetreasurer@gmail.com","-34.72193","138.66646","Swimming","http://www.playford-aquatic.com.au"
"South Coast Swimming Club","LOT 2 SEAMAN ROAD","NOARLUNGA CENTRE","SA","5168","south.coast.swim.club@gmail.com","-35.140940000000001","138.49019000000001","Swimming","southcoast.swimming.org.au"
"Copper Coast BMX Club","1 DOSWELL TERRACE","KADINA","SA","5554","coppercoastbmx@gmail.com","-33.958889999999997","137.70649","BMX","http://www.bmxsa.com.au/thecoppercoast/en-au/contactus.aspx"
"Western Jets Netball Club","LOT 20 OVAL AVENUE","WOODVILLE SOUTH","SA","5011","secretary.westernjets@gmail.com","-34.888210000000001","138.53824","Netball","www.westernjets.com"
"Australian White Tiger Combined Martial Arts","1 DOSWELL TERRACE","KADINA","SA","5554","whitetigerclub@bigpond.com","-33.958889999999997","137.70649","Karate","australianwhitetigerschool.websyte.com.au"
"Mount Gambier & District Pony Club","81 AIRPORT ROAD","WANDILO","SA","5291","sean.meg4@bigpond.com","-37.739759999999997","140.78411","Equestrian",""
"SkateSA","LOT 2 MILITARY ROAD","WEST BEACH","SA","5024","skatesa@skateaustralia.org.au","-34.948180000000001","138.50587999999999","Roller Sports","http://www.skatesa.org.au/"
"Western Districts Football Club","1 Railway Terrace","MINNIPA","SA","5654","","-32.787140000000001","135.12719000000001","Australian Rules",""
"Jayde Calisthenics Academy","LOT 40 FENCHURCH ROAD","ALDGATE","SA","5154","","-35.016199999999998","138.73513","Calisthenics",""
"Jayde Calisthenics Academy","1 CAREY GULLY ROAD","BRIDGEWATER","SA","5155","","-35.009120000000003","138.75910999999999","Calisthenics",""
"Aldgate Netball Club","9 KEMP ROAD","ALDGATE","SA","5154","","-35.0152","138.72681","Netball,Tennis",""
"Aldgate Tennis Club","9 KEMP ROAD","ALDGATE","SA","5154","","-35.0152","138.72681","Netball,Tennis",""
"Penola Pony Club","LOT 1 RIDDOCH HIGHWAY","PENOLA","SA","5277","penolaponyclub@hotmail.com","-37.405889999999999","140.83521999999999","Equestrian",""
"Western Districts Netball Club","1 RAILWAY TERRACE","MINNIPA","SA","5654","","-32.852510000000002","135.15266","Netball",""
"Elliston Netball Club","3 MEMORIAL DRIVE","ELLISTON","SA","5670","tannille_fleming@hotmail.com","-33.647210000000001","134.89187000000001","Netball",""
"Whyalla Academy of Gymsports","5 RACECOURSE ROAD","WHYALLA NORRIE","SA","5608","","-33.029049999999998","137.53845999999999","Gymnastics",""
"Jervois Tennis Club","LOT 1226 FRANCIS STREET","JERVOIS","SA","5259","jervoistc@gmail.com","-35.265540000000001","139.43405999999999","Tennis",""
"Woodville Little Athletic Centre","38A DRUMMOND AVENUE","FINDON","SA","5023","enquiries@woodvillelittleathletics","-34.897759999999998","138.52704","Athletics","woodvillelittleathletics.com.au"
"Henley and Grange Baseball Club","LOT 1 NEWCOMBE AVENUE","WEST LAKES SHORE","SA","5020","secretary@henleyandgrangebaseballclub.com","-34.865819999999999","138.48548","Baseball","www.henleyandgrangebaseballclub.com"
"Waybacks Football Club","26-30 WINDSOR AVENUE","PORT LINCOLN","SA","5606","info@waybackfc.com","-34.743589999999998","135.85469000000001","Australian Rules","www.waybackfc.com"
"Wudinna United Football Club","82-84 EYRE HIGHWAY","WUDINNA","SA","5652","zane-petty@bigpond.com","-33.057879999999997","135.46838","Australian Rules",""
"Cherum Calisthenic College","39A WILLIAM ROAD","CHRISTIES BEACH","SA","5165","cherumcali@gmail.com","-35.132469999999998","138.47767999999999","Calisthenics",""
"Murray Bridge United Soccer Club","18-26 BEATTY TERRACE","MURRAY BRIDGE","SA","5253","klenkegc@internode.on.net","-35.125309999999999","139.27879999999999","Football (Soccer)","www.murraybridgeunited.com"
"Aldinga Bay Surf Life Saving Club","LOT 808 ESPLANADE","ALDINGA BEACH","SA","5173","abslsc.secretary@gmail.com","-35.308300000000003","138.44816","Surf Lifesaving","aldingabayslsc.com.au"
"Woodville Hockey Club","50 NORTHGATE STREET","WOODVILLE NORTH","SA","5012","secretary@woodvillehockeyclub.com","-34.861069999999998","138.53389999999999","Hockey","woodvillehockeyclub.com.au"
"Inclusive Sport SA","40 ASHLEY STREET","TORRENSVILLE","SA","5031","ceo@inclusivesportsa.com.au","-34.917169999999999","138.5635","Swimming",""
"Seacliff Community Recreation Association","UNIT 3 32 YACCA ROAD","SEACLIFF","SA","5049","treasurer@seacliffrec.org.au","-35.030999999999999","138.52187000000001","Calisthenics,Gymnastics,Judo","seacliffyouthcentre.org.au"
"Morphett Vale Riding & Pony Club","198 WHEATSHEAF ROAD","MORPHETT VALE","SA","5162","llimpus@bigond.net.au","-35.124740000000003","138.54863","Equestrian",""
"Gawler Motor Cycle Club","279 KANGAROO FLAT ROAD","ROSEWORTHY","SA","5371","secretary@gawlermcc.com.au","-34.555970000000002","138.72363999999999","Motorcycling","www.gawlermcc.com.au"
"Robe Surf Life Saving Club","10 ACACIA AVENUE","ROBE","SA","5276","","-37.166879999999999","139.76532","Surf Lifesaving",""
"Loxton North Football Club","277 BALFOUR OGILVY AVENUE","LOXTON NORTH","SA","5333","lisajn1975@bigpond.com","-34.42313","140.62280999999999","Australian Rules",""
"Lockleys Football Club","LOT 52 RUTLAND AVENUE","LOCKLEYS","SA","5032","Fedelephilip@yahoo.com.au","-34.929870000000001","138.52280999999999","Australian Rules",""
"Hahndorf Netball Club","98 ECHUNGA ROAD","HAHNDORF","SA","5245","kath.golding@bigpond.com","-35.03857","138.80450999999999","Netball",""
"Millicent United Soccer Club","LOT 16 PLUNKETT TERRACE","MILLICENT","SA","5280","lincsimp@bigpond.com","-37.597029999999997","140.33784","Football (Soccer)","Western Border Soccer Association Mount Gambier"
"Checkmates Softball Club","LOT 1 ELLEN STREET","PORT PIRIE","SA","5540","","-33.171199999999999","138.00879","Softball",""
"Elizabeth Netball Association","LOT 96 MAVROS ROAD","ELIZABETH DOWNS","SA","5113","elizabethnetballassoc@hotmail.com","-34.704740000000001","138.68393","Netball","www.ena.sa.netball.com.au"
"Edwardstown Football Club","1 EAST TERRACE","SOUTH PLYMPTON","SA","5038","info@edwardstownfc.com.au","-34.980919999999998","138.56281000000001","Australian Rules","www.edwardstownfc.com.au"
"Morphettville Park Cricket Club","LOT 61 DENHAM AVENUE","MORPHETTVILLE","SA","5043","morphettvilleparkcricketclub@hotmail.com","-34.98903","138.54132999999999","Cricket","https://www.facebook.com/MorphettvilleParkCricketClub/"
"Naracoorte Squash Club","1 PALM STREET","NARACOORTE","SA","5271","rangeview@skymesh.com.au","-36.950749999999999","140.73192","Squash",""
"Cummins Gymnastics Club","Cummins Showgrounds via Ponton Grove","CUMMINS","SA","","garycretty@gmail.com","-34.270299999999999","135.72019","Gymnastics",""
"Crystal Brook Amateur Swimming Club","LOT 14 MAIS TERRACE","CRYSTAL BROOK","SA","5523","crystalbrookswimmingclub@hotmail.com","-33.347650000000002","138.20872","Swimming","www.crystalbrook.swimming.org.au"
"Tru Taekwondo","75-79 GREENWITH ROAD","GOLDEN GROVE","SA","5125","jmmniehuus@bigpond.com","-34.784509999999997","138.72335000000001","Taekwondo","www.trutaekwondo.com.au"
"Adelaide Cricket Club","716-766 SOUTH ROAD","GLANDORE","SA","5037","nigel.long1@optusnet.com.au","-34.964550000000003","138.57137","Cricket","www.adelaidecricketclub.org.au"
"Lyndoch Tennis Club","6 BAROSSA VALLEY WAY","LYNDOCH","SA","5351","secretary@lyndochtennisclub.org.au","-34.59881","138.88728","Tennis",""
"West Beach Soccer Club","LOT 52 NETLEY AVENUE","LOCKLEYS","SA","5032","cmedrivesam@gmail.com","-34.928879999999999","138.52234000000001","Football (Soccer)","https://westbeachfc.teamapp.com/"
"West Beach Soccer Club","LOT 52 NETLEY AVENUE","LOCKLEYS","SA","5032","cmedrivesam@gmail.com","-34.928879999999999","138.52234000000001","Football (Soccer)","https://westbeachfc.teamapp.com/"
"Tenpin SA","37 MONMOUTH ROAD","WESTBOURNE PARK","SA","5041","samanager@tenpin.org.au","-34.971649999999997","138.59524999999999","Tenpin Bowling","https://bowlpatrol.com.au"
"Tenpin SA","LOT 22 DAVID WITTON DRIVE","NOARLUNGA CENTRE","SA","5168","samanager@tenpin.org.au","-35.14143","138.48716999999999","Tenpin Bowling","https://bowlpatrol.com.au"
"Tenpin SA","LOT 20 OVAL AVENUE","WOODVILLE SOUTH","SA","5011","samanager@tenpin.org.au","-34.888210000000001","138.53824","Tenpin Bowling","https://bowlpatrol.com.au"
"Rockabellas Roller Derby League","68 ADELAIDE ROAD","MOUNT BARKER","SA","5251","rockabellas2014@gmail.com ","-35.059370000000001","138.85714999999999","Roller Sports",""
"Mawson Lakes Football Club","LOT 604 MAWSON LAKES BOULEVARD","MAWSON LAKES","SA","5095","damianemery@hotmail.com","-34.814909999999998","138.62459000000001","Australian Rules","http://www.mawsonlakesfc.com.au/"
"Naracoorte and District Hockey Association","LOT LT 29 BORDERTOWN ROAD","NARACOORTE","SA","5271","naracoortedistricthockey@hotmail.com","-36.947899999999997","140.72927999999999","Hockey","www.naracoortehockey.com.au"
"Centre Court Tennis","LOT 1 HUB DRIVE","ABERFOYLE PARK","SA","5159","simon.longhurst@adam.com.au","-35.073770000000003","138.59204","Tennis","happyvalleytennis.com"
"Volleyball SA","43 LOWER PORTRUSH ROAD","MARDEN","SA","5070","info@volleyballsa.com.au","-34.892670000000003","138.63618","Volleyball","www.volleyballsa.com.au"
"Naracoorte Smallbore and Air Rifle Club","335 WIMMERA HIGHWAY","NARACOORTE","SA","5271","grantgill@southernphone.com.au","-36.951079999999997","140.76746","Shooting",""
"Flinders Little Athletics Centre","7 STURT ROAD","BEDFORD PARK","SA","5042","","-35.017339999999997","138.57193000000001","Athletics",""
"PHOS Camden Netball Club Inc","2 AROONA AVENUE","GLENELG NORTH","SA","5045","secretary@phosnetball.com","-34.967559999999999","138.52438000000001","Netball","www.phosnetball.com"
"Koala United Netball Club","LOT 96 MAVROS ROAD","ELIZABETH DOWNS","SA","5113","jrbarker1623@gmail.com","-34.704439999999998","138.68364","Netball","www.facebook.com/KoalaUnitedNetball"
"Bordertown Hockey Club","LOT 103 VENN AVENUE","BORDERTOWN","SA","5268","","-36.31644","140.76983999999999","Hockey",""
"Moana Districts Soccer Club","LOT 1 SCHOONER ROAD","SEAFORD","SA","5169","modsoc2016@gmail.com","-35.191890000000001","138.47458","Football (Soccer)",""
"Port Noarlunga Netball Club","LOT 9 BRITAIN DRIVE","PORT NOARLUNGA SOUTH","SA","5167","PNNCsecretary@outlook.com","-35.158299999999997","138.47674000000001","Netball","www.pnncrays.sa.netball.com.au"
"Noarlunga Little Athletics Centre","LOT 50 BEACH ROAD","NOARLUNGA CENTRE","SA","5168","noarlungalac@gmail.com.au","-35.137779999999999","138.49582000000001","Athletics","http://www.noarlungalac.com.au"
"Lyrup Football Club","42 DOWNER AVENUE","LYRUP","SA","5343","donnalb3@live.com.au","-34.257959999999997","140.65337","Australian Rules",""
"South Gambier Cricket Club","215-217 JUBILEE HIGHWAY EAST","GLENBURNIE","SA","5291","southgambiercc@hotmail.com","-37.841920000000002","140.82074","Cricket","http://sgcc.sa.cricket.com.au/"
"Southern Eagles Football Club","40-42 STANSBURY ROAD","YORKETOWN","SA","5576","tkbarlow@internode.on.net","-35.018889999999999","137.61157","Australian Rules",""
"Renmark Paringa Junior Netball Association","LOT 98 RAL RAL AVENUE","RENMARK","SA","5341","rpjuniornetball@yahoo.com.au","-34.16816","140.74256","Netball",""
"Meningie Football Club","LOT 336 WEST TERRACE","MENINGIE","SA","5264","","-35.692790000000002","139.33116999999999","Australian Rules",""
"Saints Gym Club","32 HALLETT ROAD","STONYFELL","SA","5066","saintsgymclub@gmail.com","-34.929769999999998","138.66990000000001","Gymnastics","saintsgymclub.org.au"
"Balaklava Netball Club","19 WHITWARTA ROAD","BALAKLAVA","SA","5461","balaknetball@live.com.au","-34.143700000000003","138.40665000000001","Netball",""
"Athelstone Football Club Basketball Club","LOT 50 LOWER NORTH EAST ROAD","HIGHBURY","SA","5089","","-34.853409999999997","138.70057","Basketball",""
"Athelstone Football Club Basketball Club","LOT 101 THE GROVE WAY","GOLDEN GROVE","SA","5125","","-34.792610000000003","138.69539","Basketball",""
"Unley Amateur Swimming Club","2 ETHEL STREET","FORESTVILLE","SA","5035","unleyswimming@hotmail.com","-34.949489999999997","138.58280999999999","Swimming","www.unley.swimming.org.au"
"Mount Gambier Golf Club","37 ELDRIDGE DRIVE","WORROLONG","SA","5291","admin@mtgambiergc.com.au","-37.81765","140.82001","Golf","www.mtgambiergc.com.au"
"Northern Districts Baseball Club","10-68 FAIRFAX ROAD","INGLE FARM","SA","5098","northerndistrictsbc@gmail.com","-34.824449999999999","138.65252000000001","Baseball","www.northerndistricts.baseball.com.au"
